positionName,salary,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,businessZones,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate
数据分析师,20k-40k,"['SQL', '商业', '数据分析', 'SPSS']",1-3年,补充商业保险 房补 免费三餐,本科,全职,"['SQL', '商业', '数据分析', 'SPSS']",上海,小桨乘风网络科技（北京）有限公司,V8实拍,"['股票期权', '带薪年假', '午餐补助', '定期体检']",150-500人,静安区,B轮,移动互联网,,产品|需求|项目类,数据分析,数据分析,31.224716,121.457389,1,66
数据分析师,10k-20k,"['电商', 'BI', '数据分析', '数据运营', 'SQL']",1-3年,年底多薪 福利超好 成长超快,本科,全职,"['BI', '数据分析', '数据运营', 'SQL']",上海,行吟信息科技（上海）有限公司,小红书,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",500-2000人,黄浦区,D轮及以上,消费生活,"['新天地', '打浦桥', '淮海路']",产品|需求|项目类,数据分析,数据分析,31.215195,121.474599,0,0
数据分析师,7k-10k,['数据分析'],1-3年,团体旅游 包中晚餐 零食水果,本科,全职,['数据分析'],上海,上海黑湖网络科技有限公司,黑湖科技,"['硅谷文化', '技术大牛', '顶级VC融资', '高速成长']",150-500人,静安区,B轮,"企业服务,数据服务",,开发|测试|运维类,数据开发,数据分析,31.239716,121.469984,1,94
数据分析（网页端）,1k-2k,"['市场分析', '消费者分析', '市场', '数字营销']",1-3年,员工餐厅 企业年金 超长年假 外企福利,本科,全职,"['市场分析', '消费者分析', '市场', '数字营销']",上海,宜家（中国）投资有限公司,宜家,"['年底双薪', '带薪年假', '定期体检', '弹性工作']",2000人以上,徐汇区,不需要融资,消费生活,['漕河泾'],市场|商务类,市场|营销,商业数据分析,31.17737,121.434909,0,0
高级数据分析师 (MJ001016),15k-30k,['数据分析'],3-5年,"公司平台,晋升空间,弹性工作,节假日福利",本科,全职,['数据分析'],上海,挖财网络技术有限公司,挖财,"['年底多薪', '岗位晋升', '定期体检', '五险一金']",500-2000人,浦东新区,D轮及以上,工具,,开发|测试|运维类,数据开发,数据分析,31.212146,121.534958,0,12
资深数据分析师,20k-40k,['数据分析'],不限,"管理扁平化,海外背景,高学历同事,充分尊重",硕士,全职,['数据分析'],上海,上海树融数据科技有限公司,树融科技,"['股票期权', '弹性工作', '扁平管理', '技能培训']",15-50人,杨浦区,天使轮,"企业服务,数据服务","['复旦大学', '五角场']",产品|需求|项目类,数据分析,数据分析,31.308452,121.508058,1,100
数据分析师（新零售）,8k-10k,"['大数据', '数据分析']",1-3年,"发展速度快,晋升空间大,团队给力",本科,全职,['数据分析'],上海,上海微盟企业发展有限公司,微盟,"['绩效奖金', '年底双薪', '五险一金', '带薪年假']",2000人以上,宝山区,上市公司,企业服务,,产品|需求|项目类,数据分析,数据分析,31.349371,121.496277,1,14
数据分析师 (MJ000268),10k-20k,['数据分析'],不限,六险二金 带薪年假 定期团建,本科,全职,['数据分析'],上海,星环信息科技（上海）有限公司,星环科技,"['五险一金', '年底双薪', '带薪年假', '弹性工作']",150-500人,徐汇区,C轮,数据服务,"['田林', '漕河泾', '漕宝路']",开发|测试|运维类,数据开发,数据分析,31.171722,121.410168,2,96
资深数据分析师,15k-18k,"['互联网金融', 'SQLServer', '数据分析', '数据挖掘', 'MySQL']",3-5年,领导nice 大平台 上市公司,本科,全职,"['SQLServer', '数据分析', '数据挖掘', 'MySQL']",上海,上海你我贷互联网金融信息服务有限公司,上海你我贷互联网金融信息服务,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",500-2000人,浦东新区,上市公司,金融,['金桥'],开发|测试|运维类,数据开发,数据分析,31.242873,121.626087,1,59
数据分析,20k-35k,"['电商', 'BI', 'SPSS']",5-10年,"福利待遇好,晋升快,团队氛围好,公司潜力佳",本科,全职,"['BI', '数据分析', 'SPSS']",上海,上海寻梦信息技术有限公司,拼多多,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",2000人以上,长宁区,上市公司,"电商,移动互联网",,产品|需求|项目类,数据分析,数据分析,31.208967,121.402636,2,100
资深数据分析（顺风车）(J10430),25k-40k,['本地生活'],5-10年,期权激励；亲情假；,本科,全职,[],上海,上海钧正网络科技有限公司,哈啰出行,"['绩效奖金', '年底双薪', '股票期权', '交通补助']",2000人以上,闵行区,D轮及以上,"移动互联网,硬件",,开发|测试|运维类,数据开发,数据分析,31.12276,121.363974,1,81
数据分析,6k-8k,[],不限,有班车、食堂；零食福利,不限,全职,['数据分析'],上海,上海旺旺食品集团有限公司,旺旺集团,[],2000人以上,闵行区,上市公司,"电商,移动互联网",['虹桥'],产品|需求|项目类,数据分析,数据分析,31.18856,121.395046,0,0
数据分析师,20k-35k,"['大数据', '移动互联网', '数据仓库', '数据分析']",3-5年,优秀团队 做五休二 五险一金 节日福利,本科,全职,"['数据仓库', '数据分析']",上海,上海盛惜投资管理有限公司,星合金融科技,[],50-150人,黄浦区,不需要融资,"移动互联网,金融","['打浦桥', '鲁班路']",开发|测试|运维类,数据开发,数据分析,31.205802,121.47789,0,0
数据分析师,20k-25k,"['可视化', 'SQL', '数据分析', '数据库']",3-5年,大牛带队 项目奖励 组织扁平,本科,全职,"['可视化', 'SQL', '数据分析', '数据库']",上海,上海鸿研物流技术有限公司,鸿研物流,"['技能培训', '绩效奖金', '岗位晋升', '年度旅游']",150-500人,闵行区,C轮,消费生活,,产品|需求|项目类,数据分析,数据分析,31.162978,121.386199,0,0
初级数据分析师,6k-10k,"['移动互联网', '本地生活', '数据运营', 'SQL', '数据库', 'BI']",1年以下,"大牛云集,薪资丰厚,团队优秀,晋升空间大",本科,全职,"['数据运营', 'SQL', '数据库', 'BI']",上海,深圳寻找母星网络科技有限公司,寻找母星,"['股票期权', '带薪年假']",50-150人,徐汇区,天使轮,"移动互联网,消费生活","['田林', '漕河泾']",产品|需求|项目类,数据分析,数据分析,31.166355,121.39606,1,100
数据分析师,15k-30k,['电商'],3-5年,"平台好,大牛多,薪资待遇佳",本科,全职,[],上海,上海寻梦信息技术有限公司,拼多多,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",2000人以上,长宁区,上市公司,"电商,移动互联网",,产品|需求|项目类,数据分析,数据分析,31.208967,121.402636,2,100
数据分析师,15k-30k,['数据分析'],3-5年,包三餐 零食饮料无限量供应,本科,全职,['数据分析'],上海,行吟信息科技（上海）有限公司,小红书,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",500-2000人,黄浦区,D轮及以上,消费生活,"['新天地', '打浦桥', '淮海路']",产品|需求|项目类,数据分析,数据分析,31.215876,121.474421,0,0
数据分析师（用户增长）,15k-30k,"['电商', '数据架构', '数据分析', '数据处理']",3-5年,"创新项目,成长空间,年轻团队,潮流文化",本科,全职,"['数据架构', '数据分析', '数据处理']",上海,上海砸立电子商务有限公司,上海砸立,"['年度旅游', '美女多', '扁平管理', '技能培训']",50-150人,闵行区,B轮,"移动互联网,电商",,开发|测试|运维类,数据开发,数据分析,31.16743,121.38504,0,0
数据分析,13k-20k,"['金融', '大数据', 'BI', '可视化', '数据库']",1-3年,行业前景好，福利待遇好，晋升空间大，,本科,全职,"['BI', '可视化', '数据库', '数据分析']",上海,上海艾大软件有限公司,艾大,[],15-50人,宝山区,未融资,"企业服务,数据服务",,产品|需求|项目类,数据分析,数据分析,31.410879,121.480173,0,0
数据分析工程师,15k-25k,"['旅游', '移动互联网', '数据分析']",3-5年,带薪年假，节日补贴，高低温补，,本科,全职,['数据分析'],上海,上海招赢电子商务有限责任公司,招商银行—出行易,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",150-500人,浦东新区,不需要融资,电商,,开发|测试|运维类,数据开发,数据分析,31.240214,121.52926,2,100
数据分析专家,25k-50k,"['电商', '移动互联网', '数据分析', '数据挖掘']",3-5年,美女如云，大牛云集,本科,全职,"['数据分析', '数据挖掘']",上海,上海基分文化传播有限公司,趣头条,"['专项奖金', '带薪年假', '弹性工作', '管理规范']",500-2000人,浦东新区,上市公司,文娱丨内容,,开发|测试|运维类,数据开发,数据分析,31.203033,121.557378,2,42
数据分析师-杭州/上海-01685,10k-20k,"['信贷风险管理', '风控', '风险分析']",1-3年,六险一金、双休、节日福利、旅游、免费零食,不限,全职,"['信贷风险管理', '风控', '风险分析']",上海,同盾科技有限公司,同盾科技,"['技能培训', '股票期权', '绩效奖金', '岗位晋升']",500-2000人,徐汇区,C轮,"信息安全,数据服务","['斜土路', '枫林路', '龙华']",金融类,风控,风控,31.18413,121.45791,2,12
数据分析师,10k-18k,"['BI', '数据分析', '数据运营', 'SQL']",1-3年,氛围和谐 老大靠谱,本科,全职,"['BI', '数据分析', '数据运营', 'SQL']",上海,上海旖美信息技术有限公司,旖美科技,[],150-500人,徐汇区,A轮,"数据服务,金融",['龙华'],产品|需求|项目类,数据分析,数据分析,31.1731,121.44217,0,0
数据分析师,13k-25k,"['数据分析', 'SQL']",1-3年,"年底双薪,开放自由,弹性工作制,免费咖啡",本科,全职,"['数据分析', 'SQL']",上海,瓴里网络科技（上海）有限公司,瓴里网络,"['互联网', '年底双薪', '弹性工作', '领导好']",50-150人,长宁区,A轮,移动互联网,"['天山路', '虹桥', '古北']",产品|需求|项目类,数据分析,数据分析,31.202376,121.403032,0,0
数据分析,10k-20k,['数据处理'],1-3年,"技术大牛,年轻团队,弹性工作,14薪",本科,全职,"['数据分析', '数据处理']",上海,上海掌小门教育科技有限公司,掌门1对1在线教育,"['技能培训', '节日礼物', '绩效奖金', '岗位晋升']",2000人以上,虹口区,D轮及以上,"移动互联网,教育","['四平路', '四川北路', '临平路']",开发|测试|运维类,数据开发,数据分析,31.259078,121.490125,0,0
数据分析师,10k-20k,"['社交', '数据分析']",3-5年,"弹性工作,节日福利,五险一金,免费晚餐",不限,全职,['数据分析'],上海,上海头铁网络科技有限公司,小回音,[],15-50人,虹口区,未融资,"移动互联网,社交","['凉城', '江湾']",产品|需求|项目类,数据分析,数据分析,31.270271,121.473076,0,0
数据分析,7k-14k,"['电商', 'SPSS', 'SQL', '数据库']",不限,"五险一金,周末双休,带薪年假,扁平化",本科,全职,"['数据分析', 'SPSS', 'SQL', '数据库']",上海,乐麦信息技术（杭州）有限公司,乐麦信息技术（杭州）有限公司,"['绩效奖金', '带薪年假', '年度旅游', '弹性工作']",500-2000人,长宁区,不需要融资,电商,"['中山公园', '镇宁路']",产品|需求|项目类,数据分析,数据分析,31.21938,121.42588,1,31
数据分析师,20k-30k,"['电商', '新零售', '数据分析', 'SQL', 'DBA', '数据库']",5-10年,补充公积金、商业保险、带薪病假、带薪年假,本科,全职,"['数据分析', 'SQL', 'DBA', '数据库']",上海,汉德森日用保健品（上海）有限公司,汉德森日用保健品（上海）有限公司,"['五险一金', '带薪年假', '通讯津贴', '创业氛围']",150-500人,黄浦区,不需要融资,"电商,消费生活",['南京东路'],产品|需求|项目类,数据分析,数据分析,31.238119,121.483939,0,0
数据分析师,10k-20k,"['云计算', '大数据', '数据分析']",3-5年,"平台好,环境好,氛围好,机会多",不限,全职,['数据分析'],上海,上海艾天科技有限公司,艾天科技,[],15-50人,浦东新区,不需要融资,"企业服务,数据服务",,开发|测试|运维类,数据开发,数据分析,31.126511,121.535777,0,1
数据分析工程师,10k-20k,['数据分析'],3-5年,晋升空间,大专,全职,['数据分析'],上海,即科金融信息服务（上海）有限公司,GeexFinance,"['互联网金融', '技能培训', '五角场', '年度旅游']",150-500人,杨浦区,A轮,金融,,产品|需求|项目类,数据分析,数据分析,31.30946,121.509865,2,100
数据分析师（风控方向）,20k-40k,"['电商', '移动互联网', 'SQL', '数据库']",1-3年,上升空间大，成长迅速，平台好，薪酬待遇高,本科,全职,"['SQL', '数据库']",上海,上海寻梦信息技术有限公司,拼多多,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",2000人以上,长宁区,上市公司,"电商,移动互联网",,产品|需求|项目类,数据分析,数据分析,31.208967,121.402636,2,100
数据分析师,20k-30k,"['电商', '本地生活', '数据分析', 'BI', '商业']",3-5年,氛围好 有前景 下午茶 节日礼物,本科,全职,"['数据分析', 'BI', '商业']",上海,上海亚朵商业管理（集团）股份有限公司,亚朵集团,"['绩效奖金', '带薪年假', '定期体检', '温馨早餐']",2000人以上,闵行区,不需要融资,"旅游,消费生活",['虹桥'],产品|需求|项目类,数据分析,数据分析,31.1827,121.398548,0,0
数据分析-连信,25k-35k,['移动互联网'],1-3年,"股票期权,弹性工作",不限,全职,[],上海,连尚（北京）网络科技有限公司,掌门集团,"['年度旅游', '绩效奖金', '带薪年假', '弹性工作']",500-2000人,浦东新区,B轮,"移动互联网,消费生活",,产品|需求|项目类,数据分析,数据分析,31.187614,121.595612,0,0
数据分析师,18k-25k,"['BI', '可视化', '数据分析', '数据运营']",不限,"发展平台,激发潜力,一线福利,团队有爱",硕士,全职,"['BI', '可视化', '数据分析', '数据运营']",上海,上海西井信息科技有限公司,WESTWELLlab西井科技,"['技能培训', '股票期权', '带薪年假', '绩效奖金']",50-150人,长宁区,B轮,"数据服务,硬件","['镇宁路', '江苏路地铁', '中山公园']",产品|需求|项目类,数据分析,商业,31.215216,121.430162,0,0
数据分析-客服中心(J10558),15k-25k,"['MySQL', 'Hadoop', '数据仓库', '数据分析']",3-5年,五险一金 弹性工作时间 补贴,本科,全职,"['MySQL', 'Hadoop', '数据仓库', '数据分析']",上海,上海钧正网络科技有限公司,哈啰出行,"['绩效奖金', '年底双薪', '股票期权', '交通补助']",2000人以上,闵行区,D轮及以上,"移动互联网,硬件",,开发|测试|运维类,数据开发,数据分析,31.12276,121.363974,3,10
数据分析师,15k-30k,"['电商', '社交']",3-5年,"数据分析,用户增长,社区电商,大牛多",本科,全职,[],上海,行吟信息科技（上海）有限公司,小红书,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",500-2000人,黄浦区,D轮及以上,消费生活,"['新天地', '打浦桥', '淮海路']",产品|需求|项目类,数据分析,数据分析,31.215876,121.474421,0,0
数据分析leader,35k-65k,['移动互联网'],5-10年,"发展空间,薪资给力,期权",本科,全职,[],上海,上海腾聘企业管理咨询有限公司,上海腾聘,"['年底双薪', '绩效奖金', '年终分红', '交通补助']",50-150人,浦东新区,B轮,"移动互联网,数据服务",['张江'],开发|测试|运维类,数据开发,数据分析,31.209511,121.61155,1,66
数据分析师,10k-20k,['医疗健康'],1-3年,五险一金、绩效奖金、节日福利、户外活动,本科,全职,[],上海,上海解兮生物科技有限公司,安我,"['交通补助', '绩效奖金', '带薪年假', '扁平管理']",50-150人,浦东新区,A轮,医疗丨健康,['曹路'],产品|需求|项目类,数据分析,数据分析,31.244968,121.703158,0,0
资深数据分析,25k-50k,"['数据分析', '数据处理']",3-5年,"最高20薪,六险一金,餐补，技术分享",本科,全职,"['数据分析', '数据处理']",上海,上海基分文化传播有限公司,趣头条,"['专项奖金', '带薪年假', '弹性工作', '管理规范']",500-2000人,浦东新区,上市公司,文娱丨内容,,开发|测试|运维类,数据开发,数据分析,31.226515,121.624653,1,100
资深数据分析师,25k-30k,"['SQL', 'BI', '可视化', '数据分析']",5-10年,扁平化管理,本科,全职,"['SQL', 'BI', '可视化', '数据分析']",上海,上海阑途信息技术有限公司,途虎养车网,"['技能培训', '节日礼物', '岗位晋升', '领导好']",2000人以上,闵行区,D轮及以上,汽车丨出行,"['南方商城', '莘庄', '古美', '梅陇']",产品|需求|项目类,数据分析,数据分析,31.13,121.395268,2,52
高级数据分析师,20k-40k,"['大数据', 'BI', '数据分析']",3-5年,"团队优秀,定位明确,年息双薪",本科,全职,"['BI', '数据分析']",上海,上海汇翼信息科技有限公司,Teambition,"['带薪年假', '节日礼物', '弹性工作', '技能培训']",150-500人,浦东新区,B轮,"移动互联网,企业服务",,产品|需求|项目类,数据分析,数据分析,31.197561,121.583532,1,100
资深数据分析经理,25k-50k,"['数据挖掘', '数据分析', '数据处理']",5-10年,银行，国企,本科,全职,"['数据挖掘', '数据分析', '数据处理']",上海,交银企业管理服务（上海）有限公司张江高科技园区分公司,交银企服,[],2000人以上,长宁区,上市公司,"移动互联网,金融","['天山路', '虹桥', '古北']",开发|测试|运维类,数据开发,数据分析,31.20438,121.407744,0,0
初级数据分析师-数据分析与建模方向,20k-40k,"['建模', '深度学习', '机器学习', '数据挖掘']",3-5年,"五险一金,补充医疗,节日福利,带薪年假",本科,全职,"['建模', '深度学习', '机器学习', '数据挖掘']",上海,北京至上泽思信息技术有限公司,ZRobot,"['带薪年假', '年度旅游', '免费班车', '节日礼物']",50-150人,黄浦区,未融资,"数据服务,企业服务","['人民广场', '南京东路', '外滩']",开发|测试|运维类,人工智能,算法工程师,31.230932,121.481509,2,100
数据分析专家,25k-35k,"['SQL', 'BI', '可视化', '数据分析']",5-10年,13薪、福利旅游、扁平化管理,本科,全职,"['SQL', 'BI', '可视化', '数据分析']",上海,拉扎斯网络科技（上海）有限公司,饿了么,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,普陀区,D轮及以上,消费生活,"['长征', '曹杨', '金沙江路']",产品|需求|项目类,数据分析,数据分析,31.232948,121.382248,1,26
数据分析师,10k-20k,['风控'],3-5年,五险一金 法定假期 定期体检,本科,全职,['风控'],上海,上海前隆信息科技有限公司,前隆科技,"['绩效奖金', '年终分红', '五险一金', '带薪年假']",500-2000人,虹口区,B轮,金融,['周家嘴路'],金融类,互联网金融,风控,31.251355,121.50743,0,0
数据分析师,15k-30k,"['大数据', '数据分析', 'Hive']",不限,GMV2600亿，活跃用户3亿,本科,全职,"['数据分析', 'Hive']",上海,上海寻梦信息技术有限公司,拼多多,"['股票期权', '专项奖金', '弹性工作', '扁平管理']",2000人以上,长宁区,上市公司,"电商,移动互联网",,开发|测试|运维类,数据开发,数据分析,31.208967,121.402636,2,100
数据分析专员-人工智能方向,7k-9k,"['大数据', 'MySQL']",不限,股票期权，带薪年假，弹性工作，扁平管理,大专,全职,['MySQL'],上海,上海麦图信息科技有限公司,麦图科技,"['技能培训', '岗位晋升', '扁平管理', '领导好']",15-50人,长宁区,A轮,数据服务,,开发|测试|运维类,数据开发,数据分析,31.209178,121.414132,1,100
数据分析工程师,10k-15k,"['大数据', '移动互联网']",1-3年,五险一金 扁平化管理,本科,全职,[],上海,上海合合信息科技发展有限公司,名片全能王,"['团队建设', '技能培训', '节日礼物', '年底分红']",150-500人,静安区,C轮,移动互联网,,产品|需求|项目类,数据分析,BI,31.294568,121.439769,0,5
数据分析工程师,15k-30k,"['大数据', '数据分析']",3-5年,"平台广阔,团队靠谱,激励优厚",本科,全职,['数据分析'],上海,虎扑（上海）文化传播股份有限公司,虎扑,"['上班看球赛', '运动俱乐部', '大神分享会', '偶像零距离']",150-500人,虹口区,D轮及以上,"移动互联网,文娱丨内容","['江湾', '广中路', '虹口足球场']",产品|需求|项目类,数据分析,数据分析,30.994061,120.993464,2,68
数据分析师,7k-14k,"['电商', '数据分析']",3-5年,"五险一金,周末双休,扁平化,电商行业",本科,全职,['数据分析'],上海,乐麦信息技术（杭州）有限公司,乐麦信息技术（杭州）有限公司,"['绩效奖金', '带薪年假', '年度旅游', '弹性工作']",500-2000人,长宁区,不需要融资,电商,"['中山公园', '镇宁路']",运营|编辑|客服类,运营,数据运营,31.21938,121.42588,1,31
08215W-数据分析开发工程师,15k-30k,"['证券/期货', '互联网金融', '数据分析']",3-5年,"五险一金,绩效奖金,带薪年假,定期体检",本科,全职,['数据分析'],上海,平安养老保险股份有限公司,平安养老保险股份有限公司,[],2000人以上,浦东新区,上市公司,金融,['陆家嘴'],开发|测试|运维类,数据开发,数据分析,31.23951,121.502406,1,50
解决方案顾问/售前顾问 / 数据分析师,15k-30k,"['大数据', '金融', '数据分析']",3-5年,"成长空间,牛人团队,独挡一面,期权激励",本科,全职,['数据分析'],上海,杭州观数信息科技有限公司,观远数据,"['股票期权', '绩效奖金', '带薪年假', '弹性工作']",50-150人,徐汇区,A轮,"企业服务,数据服务","['虹梅路', '田林', '漕河泾']",开发|测试|运维类,数据开发,数据分析,31.169077,121.408619,1,7
数据分析师-SH,8k-15k,"['数据分析', 'SPSS']",1-3年,"数据库,数据支持,SQL语句,数据洞察力",本科,全职,"['数据分析', 'SPSS']",上海,彪洋科技（北京）有限公司,彪洋科技,"['年底双薪', '带薪年假', '年度旅游', '带薪病假']",150-500人,长宁区,不需要融资,移动互联网,"['中山公园', '新华路']",产品|需求|项目类,数据分析,数据分析,31.21092,121.430385,3,15
数据分析师,15k-25k,"['大数据', 'BI', '数据分析', 'SPSS']",1-3年,薪资待遇好，发展空间大，资深大咖带你飞,本科,全职,"['BI', '数据分析', 'SPSS']",上海,上海前隆信息科技有限公司,前隆科技,"['绩效奖金', '年终分红', '五险一金', '带薪年假']",500-2000人,虹口区,B轮,金融,"['外滩', '东外滩', '周家嘴路']",产品|需求|项目类,数据分析,数据分析,31.25152987,121.50726,0,0
数据分析师,18k-36k,"['SQL', '数据分析']",3-5年,福利待遇好,本科,全职,"['SQL', '数据分析']",上海,行吟信息科技（上海）有限公司,小红书,"['年度旅游', '节日礼物', '专项奖金', '带薪年假']",500-2000人,黄浦区,D轮及以上,消费生活,"['新天地', '打浦桥', '淮海路']",产品|需求|项目类,数据分析,数据分析,31.215876,121.474421,2,100
资深数据分析师,15k-25k,"['SQL', '数据分析', '数据库']",3-5年,"五险一金,员工旅游,餐饮补贴,弹性工作",本科,全职,"['SQL', '数据分析', '数据库']",上海,北京泛为信息科技有限公司,泛为,"['带薪年假', '午餐补助', '弹性工作', '免费班车']",150-500人,浦东新区,不需要融资,"移动互联网,广告营销","['张江', '唐镇']",产品|需求|项目类,数据分析,数据分析,31.202455,121.626189,2,12
数据分析师,9k-18k,['数据分析'],不限,"薪资高,待遇高,发展平台好",本科,全职,['数据分析'],上海,久远谦长（北京）技术服务有限公司,久谦咨询,"['专项奖金', '带薪年假', '绩效奖金', '定期体检']",50-150人,徐汇区,未融资,"企业服务,数据服务","['徐家汇', '肇嘉浜路']",产品|需求|项目类,数据分析,数据分析,31.193989,121.437153,0,0
数据分析经理,20k-30k,['数据分析'],3-5年,六险一金，餐补，租房补贴，带薪休假,本科,全职,[],上海,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,徐汇区,C轮,文娱丨内容,,产品|需求|项目类,产品经理,其他产品经理,22.867666,108.29677,0,0
资深数据分析师,15k-25k,"['旅游', '数据分析', 'SPSS']",3-5年,业务数据分析,硕士,全职,"['数据分析', 'SPSS']",上海,携程计算机技术（上海）有限公司,携程,"['绩效奖金', '股票期权', '五险一金', '交通补助']",2000人以上,长宁区,上市公司,旅游,"['华漕', '北新泾']",产品|需求|项目类,数据分析,数据分析,31.220781,121.351454,1,0
数据分析实习生,10k-20k,['数据分析'],应届毕业生,"年底双薪,带薪休假,年度旅游,绩效奖励",本科,实习,['数据分析'],上海,百融云创科技股份有限公司,百融云创,"['技能培训', '股票期权', '带薪年假', '定期体检']",500-2000人,浦东新区,C轮,金融,"['梅园', '陆家嘴', '八佰伴']",产品|需求|项目类,数据分析,数据分析,31.229872,121.51635,1,91
数据分析师（上海）,7k-13k,['大数据'],不限,"五险一金,年终奖金,年度旅游,周末双休",本科,全职,[],上海,乐麦信息技术（杭州）有限公司,乐麦信息技术（杭州）有限公司,"['绩效奖金', '带薪年假', '年度旅游', '弹性工作']",500-2000人,长宁区,不需要融资,电商,"['中山公园', '镇宁路']",产品|需求|项目类,数据分析,数据分析,31.21938,121.42588,1,31
高级数据分析师,15k-30k,"['大数据', '移动互联网', '数据分析']",3-5年,优秀团队、绩效奖金、福利津贴、定期体检,本科,全职,['数据分析'],上海,算话智能科技有限公司,算话智能科技有限公司,"['股票期权', '交通补助', '绩效奖金', '优秀团队']",50-150人,长宁区,B轮,"数据服务,移动互联网",,产品|需求|项目类,数据分析,数据分析,31.21898,121.431589,1,68
1121I3-资深数据分析师,15k-30k,"['金融', '大数据', '数据仓库', '数据分析', '数据库开发']",5-10年,"五险一金,绩效奖金,带薪年假,定期体检",本科,全职,"['数据仓库', '数据分析', '数据库开发']",上海,平安科技（深圳）有限公司,平安科技,"['六险一金', '扁平化管理', '丰厚年终', '丰富技术交流']",2000人以上,浦东新区,不需要融资,金融,['唐镇'],开发|测试|运维类,数据开发,BI工程师,31.238157,121.666906,0,0
商业化数据分析师,15k-30k,"['移动互联网', '数据分析']",3-5年,六险二金 餐补 租房补贴 岗位晋升,本科,全职,['数据分析'],上海,北京字节跳动科技有限公司,字节跳动,"['扁平管理', '弹性工作', '大厨定制三餐', '就近租房补贴']",2000人以上,徐汇区,C轮,文娱丨内容,,产品|需求|项目类,数据分析,数据分析,22.867666,108.29677,0,0
数据分析师,12k-17k,['数据分析'],1-3年,上市公司，五险一金,本科,全职,['数据分析'],上海,华住酒店管理有限公司,华住酒店集团,"['技能培训', '年底双薪', '节日礼物', '绩效奖金']",2000人以上,闵行区,上市公司,"旅游,消费生活",,产品|需求|项目类,数据分析,数据分析,31.18046,121.396039,1,0
高级数据分析师,25k-30k,"['电商', 'SQL', '商业', '数据分析', '可视化']",3-5年,非996 外资电商公司 好的发展前景,硕士,全职,"['SQL', '商业', '数据分析', '可视化']",上海,韩领网络科技（上海）有限公司,Coupang,"['年底双薪', '技能培训', '绩效奖金', '年度旅游']",150-500人,浦东新区,不需要融资,"移动互联网,消费生活",['张江'],产品|需求|项目类,数据分析,数据分析,31.205885,121.602097,2,60
数据分析主管,20k-35k,"['金融', '数据挖掘', '数据分析']",3-5年,"大咖云集,福利好,做五休二,年终奖",本科,全职,"['数据挖掘', '数据分析']",上海,上海淡红金融科技有限公司,快牛金科,"['节日礼物', '股票期权', '绩效奖金', '年度旅游']",500-2000人,长宁区,B轮,其他,['北新泾'],开发|测试|运维类,数据开发,数据分析,31.221871,121.359894,3,95
数据分析经理,26k-40k,"['大数据', '数据挖掘', 'Hadoop', '数据分析']",5-10年,"14薪,E轮,期权奖励",不限,全职,"['数据挖掘', 'Hadoop', '数据分析']",上海,上海钧正网络科技有限公司,哈啰出行,"['绩效奖金', '年底双薪', '股票期权', '交通补助']",2000人以上,闵行区,D轮及以上,"移动互联网,硬件",,开发|测试|运维类,数据开发,数据挖掘,31.122826,121.363875,1,82
数据分析专家,20k-40k,"['SQLServer', '数据分析']",5-10年,数据分析,本科,全职,"['SQLServer', '数据分析']",上海,拉扎斯网络科技（上海）有限公司,饿了么,"['节日礼物', '绩效奖金', '年度旅游', '岗位晋升']",2000人以上,普陀区,D轮及以上,消费生活,['长征'],开发|测试|运维类,数据开发,BI工程师,31.232878,121.382379,0,0
数据分析经理,25k-45k,"['可视化', '增长黑客', '数据分析', 'BI']",5-10年,"与牛人一起,团队简单,阿姨做饭",本科,全职,"['可视化', '增长黑客', '数据分析', 'BI']",上海,叽里呱啦文化传播（上海）有限公司,叽里呱啦,"['年底双薪', '带薪年假', '出国旅游', '没有996']",150-500人,普陀区,B轮,"移动互联网,教育",,产品|需求|项目类,数据分析,BI,31.242301,121.4304,1,61
高级数据分析师,10k-15k,"['电商', '大数据']",3-5年,六险一金上市公司加班补贴 绩效奖金全勤奖,本科,全职,[],上海,上海宝尊电子商务有限公司,宝尊电商,"['年底双薪', '节日礼物', '技能培训', '绩效奖金']",2000人以上,闸北区,上市公司,企业服务,"['场中路', '汶水路', '共和新路']",开发|测试|运维类,数据开发,数据分析,31.294267,121.440347,1,87
资深数据分析师,25k-50k,"['移动互联网', '数据分析']",5-10年,上市公司，千万级日活，上升空间,本科,全职,['数据分析'],上海,上海基分文化传播有限公司,趣头条,"['专项奖金', '带薪年假', '弹性工作', '管理规范']",500-2000人,浦东新区,上市公司,文娱丨内容,['花木'],开发|测试|运维类,数据开发,数据分析,31.221517,121.544379,1,85
