positionName,positionLables,workYear,positionAdvantage,education,jobNature,skillLables,city,companyFullName,companyShortName,companyLabelList,companySize,district,financeStage,industryField,firstType,secondType,thirdType,latitude,longitude,resumeProcessDay,resumeProcessRate,min_salary,max_salary
数据分析产品经理,"视频, 产品策划, 智能硬件, 数据分析",3-5年,团队氛围好，快速成长,本科,全职,"产品策划, 智能硬件, 数据分析",上海,上海千杉网络技术发展有限公司,电视猫MoreTV,"技能培训, 股票期权, 带薪年假, 岗位晋升",150-500人,浦东新区,B轮,"移动互联网,硬件",产品|需求|项目类,产品经理,数据产品经理,31.204881,121.62896599999999,0,0,18,25
数据分析专员,"BI, 数据分析",1-3年,团队融洽 福利健全 平台好,本科,全职,"BI, 数据分析",上海,北京汇通天下物联科技有限公司,G7,"节日礼物, 技能培训, 专项奖金, 绩效奖金",500-2000人,闵行区,C轮,"移动互联网,数据服务",产品|需求|项目类,数据分析,数据分析,31.1605,121.348102,0,0,8,10
数据分析负责人,"数据分析, 数据库开发",5-10年,交通+餐补；年终奖；巨头注资；期权,本科,全职,"数据分析, 数据库开发",上海,"Weiou, Inc.",为偶,"股票期权, 带薪年假, 年度旅游, 定期体检",150-500人,浦东新区,C轮,移动互联网,开发|测试|运维类,数据开发,数据分析,31.205289,121.61428799999999,0,0,40,70
初级数据分析师,数据分析,应届毕业生,发展前景好,不限,全职,数据分析,上海,上海至数企业发展有限公司,至数,"弹性工作, 扁平管理, 专项奖金, 领导好",15-50人,徐汇区,A轮,"数据服务,硬件",产品|需求|项目类,数据分析,数据分析,31.171414000000002,121.411495,0,0,5,10
模型数据分析师 (MJ000118),"风控, 策略设计",3-5年,专业培训、扁平管理、晋升通畅、成长空间大,本科,全职,"风控, 策略设计",上海,上海晓途网络科技有限公司,信用飞/首付游,"节日礼物, 带薪年假, 岗位晋升, 年度旅游",150-500人,长宁区,B轮,移动互联网,金融类,互联网金融,风控,31.19926,121.42691699999999,1,100,15,30
数据分析师,"大数据, 移动互联网",1-3年,团建旅游 企业培训,硕士,全职,,上海,上海玳鸽信息技术有限公司,玳鸽,,50-150人,杨浦区,A轮,"企业服务,区块链",产品|需求|项目类,数据分析,大数据,31.340521999999996,121.504057,0,0,10,18
数据分析专家,"Oracle, SQLServer, 数据分析",5-10年,"薪资优厚,福利多多,扁平管理=，奖金丰厚",本科,全职,"Oracle, SQLServer, 数据分析",上海,众安在线财产保险股份有限公司,众安保险,"定期体检, 每天下午茶, 六险一金, 年度体检",2000人以上,黄浦区,上市公司,金融,开发|测试|运维类,数据开发,数据分析,31.240958000000003,121.48763500000001,0,0,25,40
数据分析师,"教育, 数据分析, SPSS",不限,工作地点为线上,硕士,全职,"数据分析, SPSS",上海,深圳市波思代尔贸易有限公司,波思代尔,,15-50人,浦东新区,未融资,"广告营销,文娱丨内容",产品|需求|项目类,数据分析,数据分析,31.238556,121.50414199999999,0,0,5,10
数据分析师,大数据,1-3年,发展前途好,本科,全职,,上海,太原啊哈网络科技有限公司,啊哈,,少于15人,徐汇区,未融资,移动互联网,产品|需求|项目类,数据分析,数据分析,31.19919,121.43786599999999,0,0,7,10
数据分析师,数据运营,1-3年,五险一金，补充医疗保险,本科,全职,数据运营,上海,北京摩拜科技有限公司,mobike摩拜单车,"绩效奖金, 股票期权, 弹性工作, 扁平管理",150-500人,长宁区,D轮及以上,汽车丨出行,产品|需求|项目类,数据分析,数据分析,31.21531,121.420332,0,0,10,15
SQL数据分析师,"电商, SQLServer, 数据分析",3-5年,电商平台业务,本科,全职,"SQLServer, 数据分析",上海,北京京东世纪贸易有限公司,京东集团,"五险一金, 带薪年假, 免费班车, 定期体检",2000人以上,长宁区,上市公司,电商,开发|测试|运维类,数据开发,数据分析,31.221087,121.36046699999999,1,5,15,25
数据分析师（远程）,"数据分析, 数据库, BI",不限,远程上班，通过微信或者QQ联系客户。,硕士,兼职,"数据分析, 数据库, BI",上海,长沙镭锐教育科技有限公司,镭锐教育科技,,少于15人,闵行区,未融资,教育 移动互联网,产品|需求|项目类,数据分析,数据分析,31.121876,121.36353500000001,0,0,8,15
营运专员/数据分析专员（物流）,物流,1-3年,发展空间大,大专,全职,,上海,上海艾夫邑乐文化传播有限公司,上海艾夫邑乐文化传播有限公司,"弹性工作, 五险一金",15-50人,长宁区,未融资,"文娱丨内容,广告营销",交通|运输|物流|仓储,物流|仓储,物流专员|助理,31.228621,121.42708999999999,0,0,4,6
模型数据分析师,"大数据, 金融, 数据挖掘, 数据分析",1-3年,"弹性工作,扁平管理,年轻团队,高效透明",本科,全职,"数据挖掘, 数据分析",上海,上海晓途网络科技有限公司,信用飞/首付游,"节日礼物, 带薪年假, 岗位晋升, 年度旅游",150-500人,长宁区,B轮,移动互联网,开发|测试|运维类,数据开发,数据分析,31.19926,121.42691699999999,1,100,15,25
资深数据分析师,"MySQL, Oracle",5-10年,"薪资优厚,福利多多,扁平管理=，奖金丰厚",本科,全职,"MySQL, Oracle",上海,众安在线财产保险股份有限公司,众安保险,"定期体检, 每天下午茶, 六险一金, 年度体检",2000人以上,黄浦区,上市公司,金融,开发|测试|运维类,数据开发,数据分析,31.240958000000003,121.48763500000001,0,0,25,35
数据分析,"房产服务, 企业服务, BI, 可视化, 数据库",不限,五险一金，年终分红。,不限,全职,"BI, 可视化, 数据分析, 数据库",上海,武汉亿泽工程咨询有限公司,亿泽ETBI,,50-150人,闵行区,不需要融资,"数据服务,企业服务",产品|需求|项目类,数据分析,数据分析,31.196581,121.31533,0,0,6,12
数据分析师,"大数据, 数据挖掘, 数据分析",1-3年,"弹性,成长,独当一面",本科,全职,"数据挖掘, 数据分析",上海,上海楷青信息技术有限公司,楷青,,少于15人,闵行区,未融资,"数据服务,企业服务",开发|测试|运维类,数据开发,数据分析,31.146239,121.341173,0,0,5,8
数据分析师(J10040),电商,1-3年,五险一金，带薪病假，员工团建,本科,全职,,上海,上海百秋电子商务有限公司,上海百秋,"技能培训, 股票期权, 带薪年假, 绩效奖金",500-2000人,长宁区,未融资,"电商,企业服务",运营|编辑|客服类,运营,电商运营,31.231131,121.35301100000001,0,0,8,10
数据分析师,"金融, 算法, 数据挖掘, 数据分析",应届毕业生,"专业团队,晋升机会,扁平化管理,带薪年假",硕士,全职,"算法, 数据挖掘, 数据分析",上海,上海艾大软件有限公司,艾大,,15-50人,长宁区,未融资,"企业服务,数据服务",开发|测试|运维类,数据开发,数据分析,31.221631,121.419045,0,0,8,16
25217C-安全数据分析工程师,数据挖掘,3-5年,"五险一金,带薪年假,节日福利,定期体检",本科,全职,数据挖掘,上海,上海陆家嘴国际金融资产交易市场股份有限公司,陆金所,"年底双薪, 专项奖金, 股票期权, 绩效奖金",2000人以上,浦东新区,B轮,金融,开发|测试|运维类,数据开发,数据分析,31.239735999999997,121.502257,0,0,13,26
数据分析实习,"医疗健康, 数据分析, BI",应届毕业生,有留用机会,不限,实习,"数据分析, BI",上海,云鹊医疗科技（上海）有限公司,云鹊医疗,"年底双薪, 股票期权, 带薪年假, 领导好",150-500人,浦东新区,不需要融资,"医疗丨健康,移动互联网",产品|需求|项目类,数据分析,数据分析,31.206066999999997,121.562743,2,42,3,4
数据分析师,"工具软件, 数据运营, SQL, BI, 可视化",应届毕业生,可转正,本科,实习,"数据运营, SQL, BI, 可视化",上海,上海微问家信息技术有限公司,微问家,"节日礼物, 绩效奖金, 岗位晋升, 年度旅游",150-500人,浦东新区,B轮,移动互联网,产品|需求|项目类,数据分析,BI,31.226515000000003,121.62465300000001,0,0,8,12
数据分析师,"数据分析, 数据运营",3-5年,学习机会，晋升机会，节日福利，旅游,不限,全职,"数据分析, 数据运营",上海,上海责己网络科技有限公司,责己,,15-50人,宝山区,天使轮,"电商,移动互联网",产品|需求|项目类,数据分析,数据分析,31.353153999999996,121.43323899999999,0,0,8,12
商业数据分析师,"大数据, 数据挖掘, 数据分析",3-5年,"补充公积金,弹性工作制,补充医疗,年终奖",本科,全职,"数据挖掘, 数据分析",上海,上海第一财经数据科技有限公司,上海第一财经数据,"技能培训, 年底双薪, 节日礼物, 绩效奖金",150-500人,静安区,D轮及以上,移动互联网,开发|测试|运维类,数据开发,数据分析,30.994061,120.99346399999999,2,50,10,18
2019校招-数据分析师（社会化媒体）,"广告营销, 汽车, 营销, 数据分析, 行业分析, 市场分析",应届毕业生,"发展空间大,福利待遇好,专业化培训,升职迅速",本科,全职,"营销, 数据分析, 行业分析, 市场分析",上海,精硕科技（北京）股份有限公司,AdMaster,,500-2000人,普陀区,不需要融资,数据服务,市场|商务类,市场|营销,商业数据分析,31.231984999999998,121.392781,0,0,6,8
数据分析实习生-钥匙,移动互联网,应届毕业生,"弹性工作,工作氛围好,福利待遇好",本科,实习,,上海,连尚（北京）网络科技有限公司,掌门集团,"年度旅游, 绩效奖金, 带薪年假, 弹性工作",500-2000人,浦东新区,B轮,"移动互联网,消费生活",开发|测试|运维类,数据开发,数据分析,31.187295000000002,121.59601,3,46,3,4
初级数据分析师（实习岗）,"大数据, 数据挖掘, 数据分析",应届毕业生,"带薪年假,弹性工作,扁平管理",本科,实习,"数据挖掘, 数据分析",上海,上海麦图信息科技有限公司,麦图科技,"技能培训, 岗位晋升, 扁平管理, 领导好",15-50人,长宁区,A轮,数据服务,开发|测试|运维类,数据开发,数据分析,31.209178,121.41413200000001,1,100,4,8
海外广告数据分析师,"游戏, 数据分析, SQL, 数据库",1-3年,"加班补贴,年终奖,绩效奖,节日福利",本科,全职,"数据分析, SQL, 数据库",上海,浙江九翎网络科技有限公司上海分公司,90玩,"年底双薪, 绩效奖金, 定期体检, 五险一金",150-500人,徐汇区,上市公司,游戏,产品|需求|项目类,数据分析,数据分析,31.171096999999996,121.410647,1,100,15,25
数据分析专家,"商业, BI, 可视化, 数据分析",5-10年,知名互联网公司,本科,全职,"商业, BI, 可视化, 数据分析",上海,上海君尧文化传播有限公司,君尧文化,"绩效奖金, 领导好, 美女多, 帅哥多",少于15人,长宁区,天使轮,广告营销,产品|需求|项目类,数据分析,大数据,31.208966999999998,121.402635,0,0,30,60
高级数据分析师,"大数据, 数据分析",3-5年,"正式编制,餐补车贴,带薪年假,八险一金",本科,全职,数据分析,上海,上海银行,上海银行信用卡中心,"技能培训, 专项奖金, 免费班车, 带薪年假",2000人以上,浦东新区,不需要融资,金融,产品|需求|项目类,产品经理,其他产品经理,31.246840000000002,121.67028,2,100,18,25
数据分析实习,大数据,应届毕业生,弹性时间,大专,实习,,上海,二十一世纪晨哨数据（上海）有限公司,晨哨网,"股票期权, 五险一金, 定期体检, 带薪年假",15-50人,普陀区,天使轮,金融,开发|测试|运维类,数据开发,数据分析,31.223038,121.39348500000001,1,33,2,3
SFJ-大数据挖掘与分析工程师（数据分析方向）,Hive,3-5年,弹性工作时间 发展空间大 午餐补贴,硕士,全职,Hive,上海,顺丰科技有限公司,顺丰科技有限公司,"技能培训, 节日礼物, 带薪年假, 岗位晋升",2000人以上,徐汇区,不需要融资,物流丨运输,开发|测试|运维类,数据开发,数据分析,31.187971,121.44326000000001,1,6,25,50
能源数据分析助理研究员,大数据,不限,事业单位,硕士,全职,,上海,中国科学院上海高等研究院,中科院上海高研院,"技能培训, 节日礼物, 绩效奖金, 创新人才高地",500-2000人,浦东新区,不需要融资,"电商,数据服务",能源矿产|农林牧渔,电力|能源|矿产|地质勘查,能源|矿产项目管理,31.18485,121.58402,0,0,10,18
实习生 - SEO/SEM/数据分析方向,"运营, SEM, SEO, 数据分析",应届毕业生,"实战培训,学习补贴,可转正,环境好",本科,实习,"运营, SEM, SEO, 数据分析",上海,上海储田商务咨询有限公司,储田商务,"技能培训, 节日礼物, 带薪年假, 绩效奖金",15-50人,浦东新区,不需要融资,"移动互联网,数据服务",运营|编辑|客服类,运营,其他运营,31.244722999999997,121.58011499999999,1,23,2,4
销售数据分析,"新零售, 数据分析",1-3年,数据分析,大专,全职,数据分析,上海,上海旺旺食品集团有限公司,旺旺集团,,2000人以上,闵行区,上市公司,"电商,移动互联网",开发|测试|运维类,数据开发,数据分析,31.18856,121.395046,7,0,6,8
风控数据分析,"数据分析, SQL",1-3年,互联网公司氛围 牛逼团队 广阔发展空间,本科,全职,"数据分析, SQL",上海,上海喔噻互联网科技有限公司,收钱吧,"工程师文化, 年轻朝气, 弹性工作, 股票期权",500-2000人,普陀区,C轮,移动互联网,产品|需求|项目类,数据分析,数据分析,31.232490999999996,121.389824,0,13,8,15
数据分析主管(J10041),"电商, 运营",1-3年,五险一金，带薪病假，员工团建,本科,全职,运营,上海,上海百秋电子商务有限公司,上海百秋,"技能培训, 股票期权, 带薪年假, 绩效奖金",500-2000人,长宁区,未融资,"电商,企业服务",运营|编辑|客服类,运营,电商运营,31.231131,121.35301100000001,0,0,10,15
数据分析实习生,"SQLServer, 数据分析",应届毕业生,一对一导师,本科,实习,"SQLServer, 数据分析",上海,百姓网股份有限公司,百姓网,"节日礼物, 带薪年假, 租房津贴, 妹纸美",500-2000人,闵行区,上市公司,移动互联网,开发|测试|运维类,数据开发,数据分析,31.129531,121.360881,0,0,2,3
数据分析实习,"地图, 分类信息",应届毕业生,"弹性,成长,独当一面",不限,实习,,上海,上海楷青信息技术有限公司,楷青,,少于15人,闵行区,未融资,"数据服务,企业服务",开发|测试|运维类,数据开发,数据采集,31.125188,121.35736499999999,0,0,2,3
美图商业策略数据分析师,"数据分析, 市场分析, 营销策略",3-5年,上市公司 六险一金 核心业务,本科,全职,"数据分析, 市场分析, 营销策略",上海,厦门美图之家科技有限公司,美图公司,"节日礼物, 与大牛共事, 福利健全, 五险一金",2000人以上,静安区,上市公司,硬件,市场|商务类,市场|营销,商业数据分析,31.222704999999998,121.443748,1,10,15,30
数据分析师讲师,"教育, 数据分析",3-5年,"美女多,不需要加班,交通方便,领导很好",本科,全职,数据分析,上海,上海育创网络科技有限公司,北风网,"技能培训, 年度旅游, 五险一金, 生育祝贺金",150-500人,浦东新区,B轮,"教育,数据服务",开发|测试|运维类,数据开发,数据分析,31.224790000000002,121.53268999999999,0,0,15,30
BI数据分析师,"Flink, Spark, Hadoop, 数据分析",5-10年,福利待遇、发展前景、公司氛围,本科,全职,"Flink, Spark, Hadoop, 数据分析",上海,上海欢兽实业有限公司,淘集集,"绩效奖金, 股票期权, 交通补助, 十五薪",500-2000人,静安区,B轮,电商,开发|测试|运维类,数据开发,数据分析,31.247104999999998,121.45938400000001,1,100,20,40
海外酒店数据分析师（收益定价方向）,"SQL, 数据分析",1-3年,国内最大OTA平台,本科,全职,"SQL, 数据分析",上海,携程计算机技术（上海）有限公司,携程,"绩效奖金, 股票期权, 五险一金, 交通补助",2000人以上,长宁区,上市公司,旅游,产品|需求|项目类,数据分析,数据分析,31.221087,121.351127,0,0,10,20
BI数据分析师,"电商, 新零售, SQL, 数据库, 数据分析, 可视化",3-5年,年度体检免费晚餐额外商保带薪10天年假,本科,全职,"SQL, 数据库, 数据分析, 可视化",上海,上海驰骛信息科技有限公司,驰骛科技ChiefClouds,,50-150人,徐汇区,A轮,"数据服务,移动互联网",产品|需求|项目类,数据分析,BI,31.172268,121.40111200000001,2,11,15,30
风控数据分析师（偏数据建模）,"电商, SQL",3-5年,一年多薪 核心产品 扁平管理 氛围好,本科,全职,SQL,上海,上海识装信息科技有限公司,毒APP,,500-2000人,虹口区,B轮,"移动互联网,电商",产品|需求|项目类,数据分析,数据分析,31.270421999999996,121.480395,1,57,20,35
bi数据分析师,"互联网金融, BI, 可视化",1-3年,平台大 年终奖,本科,全职,"BI, 可视化",上海,广东省电信规划设计院有限公司,设计院,"绩效奖金, 带薪年假, 通讯津贴, 年底双薪",2000人以上,虹口区,上市公司,"移动互联网,金融",产品|需求|项目类,数据分析,BI,31.248033000000003,121.486296,2,100,8,10
商业数据分析,"数据分析, 行业分析, 市场分析",不限,氛围轻松,本科,全职,"数据分析, 行业分析, 市场分析",上海,七幕人生文化产业投资（北京）有限公司,七幕人生,"绩效奖金, 带薪年假, 交通补助, 午餐补助",50-150人,徐汇区,B轮,文娱丨内容,市场|商务类,市场|营销,商业数据分析,31.182147999999998,121.43320600000001,0,0,6,10
bi数据分析师,"数据挖掘, 数据分析",1-3年,大平台，互联网内容运营先锋，国际项目,本科,全职,"数据挖掘, 数据分析",上海,上海韩创网络科技有限公司,韩创科技,"年终分红, 绩效奖金, 五险一金, 带薪年假",500-2000人,浦东新区,不需要融资,"移动互联网,文娱丨内容",开发|测试|运维类,数据开发,BI工程师,31.198493,121.583578,0,0,15,20
运营数据分析 (MJ000129),"运营, 游戏运营",5-10年,高额奖金,本科,全职,"运营, 游戏运营",上海,苏州叠纸网络科技股份有限公司,叠纸游戏,"带薪年假, 弹性工作, 年度旅游, 午餐补助",150-500人,浦东新区,不需要融资,游戏,运营|编辑|客服类,运营,数据运营,31.251934999999996,121.51721,1,100,20,35
BI数据分析师,"BI, 数据分析",3-5年,五险一金 带薪年假 年底N薪 年度旅游,本科,全职,"BI, 数据分析",上海,上海淡红金融科技有限公司,快牛金科,"节日礼物, 股票期权, 绩效奖金, 年度旅游",500-2000人,长宁区,B轮,其他,产品|需求|项目类,数据分析,BI,31.221871000000004,121.359894,3,95,20,25
02215M-BI数据分析师,"BI, 商业, 可视化, 数据分析",1年以下,"五险一金,带薪年假,年终分红,免费班车",本科,全职,"BI, 商业, 可视化, 数据分析",上海,中国平安人寿保险股份有限公司,平安人寿,"绩效奖金, 带薪年假, 定期体检, 节日礼物",2000人以上,浦东新区,上市公司,金融,产品|需求|项目类,数据分析,BI,31.238234999999996,121.66686000000001,0,0,10,18
数据分析运营,运营,3-5年,大平台，核心业务,本科,全职,运营,上海,北京三快在线科技有限公司,美团点评,"技能培训, 绩效奖金, 岗位晋升, 领导好",2000人以上,长宁区,上市公司,消费生活,运营|编辑|客服类,运营,其他运营,43.804052,87.608614,0,0,15,25
商业数据分析,"数据分析, 消费者分析, 市场分析",1-3年,工作氛围open 优秀团队 薪资福利好,本科,全职,"数据分析, 消费者分析, 市场分析",上海,上海宏原信息科技有限公司,MarcPoint,"活力氛围, 扁平管理, 五险一金, 弹性工作",15-50人,徐汇区,A轮,"电商,广告营销",市场|商务类,市场|营销,其他市场|营销,31.178421000000004,121.409543,0,0,10,15
信贷数据分析师(上海),数据分析,不限,上市公司 年终奖 餐补,不限,全职,数据分析,上海,北京小米科技有限责任公司,小米,"快速成长, 免费班车, 扁平管理, 技能培训",2000人以上,徐汇区,D轮及以上,硬件,产品|需求|项目类,数据分析,数据分析,31.157569,121.43233000000001,1,7,15,29
Data Analysis数据分析专员,"电商, 数据分析, 市场竞争分析, 消费者分析, 营销管理",1-3年,五险一金 年终奖 带薪年假 高提成,本科,全职,"数据分析, 市场竞争分析, 消费者分析, 营销管理",上海,上海复漫网络科技有限公司,复漫,"绩效奖金, 带薪年假, 不加班, 五险一金",50-150人,嘉定区,B轮,电商,市场|商务类,市场|营销,商业数据分析,31.231101000000002,121.32390600000001,1,25,8,12
风控数据分析,移动互联网,3-5年,"发展空间大,福利待遇好",不限,全职,,上海,连尚（北京）网络科技有限公司,掌门集团,"年度旅游, 绩效奖金, 带薪年假, 弹性工作",500-2000人,浦东新区,B轮,"移动互联网,消费生活",开发|测试|运维类,数据开发,数据分析,31.187418,121.59597,0,0,20,40
大数据开发工程师（数据分析）,"Hadoop, 数据分析, Hive",3-5年,"A股上市,风口项目,待遇丰厚,氛围融洽",本科,全职,"Hadoop, 数据分析, Hive",上海,上海二三四五网络科技有限公司,2345.com,"鼓励内部创业, 互联网百强, 亿万用户, 提倡男女恋爱",500-2000人,浦东新区,上市公司,"数据服务,移动互联网",开发|测试|运维类,数据开发,BI工程师,31.173871999999996,121.59765,2,100,15,30
电竞赛事数据分析师,"游戏, 直播, 数据分析",不限,"发展空加大,团队氛围好,扁平化管理,电竞游戏",本科,全职,数据分析,上海,上海竟跃网络科技有限公司,捞月狗,"年底双薪, 每天必打游戏, 年度旅游, 发放期权",50-150人,徐汇区,C轮,移动互联网,产品|需求|项目类,数据分析,数据分析,31.169569,121.411654,1,20,7,10
企划数据分析,数据分析,3-5年,发展前景好,本科,全职,数据分析,上海,上海最会保网络科技有限公司,最惠保,"节日礼物, 股票期权, 带薪年假, 绩效奖金",150-500人,浦东新区,C轮,移动互联网,开发|测试|运维类,数据开发,数据分析,31.216663,121.53260900000001,0,0,10,18
BI数据分析经理,数据分析,5-10年,行业独角兽、发展空间大,本科,全职,数据分析,上海,上海鲸代网络科技有限公司,爱库存,"年底双薪, 股票期权, 绩效奖金, 带薪年假",500-2000人,浦东新区,B轮,"移动互联网,电商",开发|测试|运维类,数据开发,数据分析,31.184387,121.486686,2,100,20,35
BI数据分析师,"SQL, 数据分析, 数据运营, SPSS",1-3年,"平台大,薪酬高,福利好,弹性工作制",本科,全职,"SQL, 数据分析, 数据运营, SPSS",上海,上海淇毓信息科技有限公司,奇虎360金融,"年底双薪, 股票期权, 带薪年假, 定期体检",500-2000人,浦东新区,上市公司,金融,产品|需求|项目类,数据分析,BI,31.22424,121.536276,3,100,18,35
BI Manager - BI数据分析经理,"电商, 移动互联网, 数据分析, 数据挖掘, 数据处理, 算法",5-10年,"跨境电商,东南亚市场,老板强,工作氛围赞",本科,全职,"数据分析, 数据挖掘, 数据处理, 算法",上海,深圳虾皮信息科技有限公司,Shopee,"外企氛围, 蓝海市场, 大牛多多, 15天年假",2000人以上,徐汇区,上市公司,电商,开发|测试|运维类,数据开发,BI工程师,31.164065,121.40399,2,100,14,18
风控数据分析师,"移动互联网, 风控",1-3年,五险一金 弹性,本科,全职,风控,上海,上海盛惜投资管理有限公司,星合金融科技,,50-150人,黄浦区,不需要融资,"移动互联网,金融",金融类,互联网金融,风控,31.196946999999998,121.482289,0,0,10,20
汽车行业数据分析实习生,数据分析,不限,接触汽车产业，了解市场热点，与大咖共事。,本科,实习,数据分析,上海,上海嘉之道企业管理咨询有限公司,时代嘉道咨询机构，嘉道信息技术,"五险一金, 带薪年假, 专项奖金, 午餐补助",150-500人,长宁区,未融资,"数据服务,广告营销",产品|需求|项目类,数据分析,数据分析,31.213902,121.396652,0,0,2,4
配送数据分析专家,"物流, 新零售",3-5年,15薪、发展潜力大、知名公司,硕士,全职,,上海,上海裕宸实业发展有限公司,裕宸集团,,500-2000人,普陀区,不需要融资,"文娱丨内容,移动互联网",运营|编辑|客服类,运营,数据运营,31.232635,121.41274399999999,0,0,30,40
薪酬数据分析实习生,移动互联网,应届毕业生,有留用机会,大专,实习,,上海,上海客汗网络科技有限公司,可汗职业媒体,,少于15人,浦东新区,天使轮,企业服务,综合职能|高级管理,人力资源,薪酬福利,31.172576,121.60568,0,0,2,3
安全数据分析平台高级开发工程师,安全,1-3年,"弹性工作,提供晚餐",本科,全职,安全,上海,上海瑞阙文化发展有限公司,上海瑞阙文化发展有限公司,"年底双薪, 交通补助, 带薪年假, 节日礼物",150-500人,黄浦区,不需要融资,"移动互联网,金融",开发|测试|运维类,运维,信息安全,31.196946999999998,121.482289,0,0,40,80
风控数据分析师,数据分析,3-5年,大平台、福利好、牛人多,本科,全职,数据分析,上海,北京京东世纪贸易有限公司,京东集团,"五险一金, 带薪年假, 免费班车, 定期体检",2000人以上,长宁区,上市公司,电商,产品|需求|项目类,数据分析,数据分析,31.221087,121.36046699999999,1,5,15,30
数据分析师 Data Account Manage,数据分析,3-5年,六险一金，团队氛围好，办公环境好,本科,全职,数据分析,上海,上海埃特公关咨询有限公司,埃特公关,,50-150人,黄浦区,不需要融资,广告营销,市场|商务类,市场|营销,商业数据分析,31.197253000000003,121.4819,3,100,10,15
保险数据分析专员,"互联网金融, 保险, 数据分析",应届毕业生,挑战高薪：职级薪资+绩效奖+提成+团队奖,本科,全职,数据分析,上海,上海财华保网络科技有限公司,大家保,"节日礼物, 专项奖金, 股票期权, 岗位晋升",50-150人,杨浦区,B轮,"移动互联网,金融",产品|需求|项目类,数据分析,数据分析,31.343019,121.503616,0,0,6,8
助理（偏数据分析）,"数据运营, 数据分析",3-5年,团队氛围好 交通便利 地铁附近,大专,全职,"数据运营, 数据分析",上海,上海跃橙文化传播有限公司,独立日,,50-150人,杨浦区,B轮,移动互联网,产品|需求|项目类,数据分析,数据分析,31.27145,121.533309,2,55,8,10
数据运营（市场数据分析）,"数据分析, 用户, 市场",1-3年,一年两次加薪机会 福利年假 全薪病假,本科,全职,"数据分析, 用户, 市场",上海,上海嵩恒网络科技股份有限公司,东方新闻,"年底双薪, 股票期权, 带薪年假, 交通补助",150-500人,浦东新区,不需要融资,"移动互联网,社交",运营|编辑|客服类,运营,数据运营,31.205911999999998,121.634583,0,0,8,15
酒店运营数据分析师,运营,1-3年,国际业务 发展潜力巨大,本科,全职,运营,上海,携程计算机技术（上海）有限公司,携程,"绩效奖金, 股票期权, 五险一金, 交通补助",2000人以上,长宁区,上市公司,旅游,运营|编辑|客服类,运营,其他运营,31.22061947,121.35631021,2,9,12,20
用户运营（偏数据分析）,"用户运营, 数据分析",3-5年,牛人带教、准上市,本科,全职,"用户运营, 数据分析",上海,北京本来工坊科技有限公司,本来生活网,"五险一金, 带薪年假, 定期体检, 管理规范",2000人以上,徐汇区,C轮,消费生活,运营|编辑|客服类,运营,用户运营,31.212106,121.457173,0,0,8,13
数据分析BI实习生,"移动互联网, BI, 数据分析",应届毕业生,"工程师文化,晋升空间大,阿里大牛 ",本科,实习,"BI, 数据分析",上海,深圳寻找母星网络科技有限公司,寻找母星,"股票期权, 带薪年假",50-150人,徐汇区,天使轮,"移动互联网,消费生活",产品|需求|项目类,数据分析,BI,31.166611,121.39603600000001,1,100,2,4
bi数据分析师,"企业服务, 工具软件, 数据挖掘, 数据架构, 数据仓库, 数据分析",1-3年,"绩效奖金,交通报销,五险一金,定期体检",本科,全职,"数据挖掘, 数据架构, 数据仓库, 数据分析",上海,备实必（上海）软件科技有限公司,备实必,"交通补助, 定期体检, 带薪年假, 绩效奖金",少于15人,浦东新区,不需要融资,"移动互联网,数据服务",开发|测试|运维类,数据开发,BI工程师,31.230488,121.519255,1,92,7,14
CRM商业数据分析师 （SQL）,"分类信息, 企业服务, MySQL, SQLServer, 数据仓库",1-3年,"补充商业保,福利完善,平台大,发展好",本科,全职,"MySQL, SQLServer, 数据仓库",上海,欧泰谱（深圳）科技有限公司,蓝色光标欧泰谱,"带薪年假, 定期体检, 交通补助, 绩效奖金",150-500人,黄浦区,不需要融资,"数据服务,企业服务",开发|测试|运维类,数据开发,数据分析,31.211266,121.47661200000002,0,0,6,10
能源数据分析助理研究员,大数据,应届毕业生,事业单位,硕士,全职,,上海,中国科学院上海高等研究院,中科院上海高研院,"技能培训, 节日礼物, 绩效奖金, 创新人才高地",500-2000人,浦东新区,不需要融资,"电商,数据服务",产品|需求|项目类,数据分析,数据分析,31.18485,121.58402,0,0,10,15
风险数据分析经理,"风控, 分析师",1-3年,公司平台广阔，福利待遇好,硕士,全职,"风控, 分析师",上海,深圳市小赢科技有限责任公司,小赢科技,"五险一金, 两餐补助, 超低息员工贷, 年底奖金",500-2000人,虹口区,上市公司,金融,金融类,互联网金融,分析师,31.248447,121.484128,0,0,30,40
运营数据分析专家,"广告营销, 移动互联网",3-5年,15薪、发展潜力大、知名公司,本科,全职,,上海,上海裕宸实业发展有限公司,裕宸集团,,500-2000人,普陀区,不需要融资,"文娱丨内容,移动互联网",运营|编辑|客服类,运营,数据运营,31.232635,121.41274399999999,0,0,35,50
实习生（数据分析方向）,"金融, 数据分析",应届毕业生,"弹性工作,精英团队,零食水果,可转正",本科,实习,数据分析,上海,上海氪信信息技术有限公司,CraiditX,,50-150人,徐汇区,B轮,"金融,数据服务",产品|需求|项目类,数据分析,数据分析,31.216117999999998,121.45368500000001,1,100,3,5
